task,choices,response,response_type,domain,gender,age,id_seq
All;travelers;analysts/No;novelists;travelers,All;analysts;novelists|All;novelists;analysts|Some;analysts;novelists|Some;novelists;analysts|Some not;analysts;novelists|Some not;novelists;analysts|No;analysts;novelists|No;novelists;analysts|NVC,No;novelists;analysts,single-choice,syllogistic,female,32,137_26_R
Some not;potters;chemists/No;sailors;chemists,All;potters;sailors|All;sailors;potters|Some;potters;sailors|Some;sailors;potters|Some not;potters;sailors|Some not;sailors;potters|No;potters;sailors|No;sailors;potters|NVC,Some not;potters;sailors,single-choice,syllogistic,female,32,137_27_R
No;drillers;nurses/All;drillers;actors,All;nurses;actors|All;actors;nurses|Some;nurses;actors|Some;actors;nurses|Some not;nurses;actors|Some not;actors;nurses|No;nurses;actors|No;actors;nurses|NVC,NVC,single-choice,syllogistic,female,32,137_28_R
Some;trainers;architects/Some not;trainers;designers,All;architects;designers|All;designers;architects|Some;architects;designers|Some;designers;architects|Some not;architects;designers|Some not;designers;architects|No;architects;designers|No;designers;architects|NVC,NVC,single-choice,syllogistic,female,32,137_29_R
Some;climbers;tellers/All;tellers;doctors,All;climbers;doctors|All;doctors;climbers|Some;climbers;doctors|Some;doctors;climbers|Some not;climbers;doctors|Some not;doctors;climbers|No;climbers;doctors|No;doctors;climbers|NVC,Some;climbers;doctors,single-choice,syllogistic,female,32,137_30_R
Some;models;clerks/No;clerks;managers,All;models;managers|All;managers;models|Some;models;managers|Some;managers;models|Some not;models;managers|Some not;managers;models|No;models;managers|No;managers;models|NVC,Some not;models;managers,single-choice,syllogistic,female,32,137_31_R
All;models;clerks/All;managers;models,All;clerks;managers|All;managers;clerks|Some;clerks;managers|Some;managers;clerks|Some not;clerks;managers|Some not;managers;clerks|No;clerks;managers|No;managers;clerks|NVC,All;managers;clerks,single-choice,syllogistic,female,32,137_32_R
Some;engineers;campers/Some not;campers;fencers,All;engineers;fencers|All;fencers;engineers|Some;engineers;fencers|Some;fencers;engineers|Some not;engineers;fencers|Some not;fencers;engineers|No;engineers;fencers|No;fencers;engineers|NVC,NVC,single-choice,syllogistic,female,32,137_33_R
All;scientists;runners/Some not;chefs;scientists,All;runners;chefs|All;chefs;runners|Some;runners;chefs|Some;chefs;runners|Some not;runners;chefs|Some not;chefs;runners|No;runners;chefs|No;chefs;runners|NVC,Some not;chefs;runners,single-choice,syllogistic,female,32,137_34_R
All;actors;nurses/All;drillers;nurses,All;actors;drillers|All;drillers;actors|Some;actors;drillers|Some;drillers;actors|Some not;actors;drillers|Some not;drillers;actors|No;actors;drillers|No;drillers;actors|NVC,NVC,single-choice,syllogistic,female,32,137_35_R
Some;dancers;boxers/No;dancers;typists,All;boxers;typists|All;typists;boxers|Some;boxers;typists|Some;typists;boxers|Some not;boxers;typists|Some not;typists;boxers|No;boxers;typists|No;typists;boxers|NVC,Some not;boxers;typists,single-choice,syllogistic,female,32,137_36_R
Some not;novelists;travelers/Some;novelists;analysts,All;travelers;analysts|All;analysts;travelers|Some;travelers;analysts|Some;analysts;travelers|Some not;travelers;analysts|Some not;analysts;travelers|No;travelers;analysts|No;analysts;travelers|NVC,NVC,single-choice,syllogistic,female,32,137_37_R
No;writers;hikers/No;drivers;writers,All;hikers;drivers|All;drivers;hikers|Some;hikers;drivers|Some;drivers;hikers|Some not;hikers;drivers|Some not;drivers;hikers|No;hikers;drivers|No;drivers;hikers|NVC,NVC,single-choice,syllogistic,female,32,137_38_R
Some not;assistants;scholars/Some not;farmers;assistants,All;scholars;farmers|All;farmers;scholars|Some;scholars;farmers|Some;farmers;scholars|Some not;scholars;farmers|Some not;farmers;scholars|No;scholars;farmers|No;farmers;scholars|NVC,NVC,single-choice,syllogistic,female,32,137_39_R
Some;workers;painters/No;actors;workers,All;painters;actors|All;actors;painters|Some;painters;actors|Some;actors;painters|Some not;painters;actors|Some not;actors;painters|No;painters;actors|No;actors;painters|NVC,Some not;painters;actors,single-choice,syllogistic,female,32,137_40_R
Some not;architects;designers/No;trainers;architects,All;designers;trainers|All;trainers;designers|Some;designers;trainers|Some;trainers;designers|Some not;designers;trainers|Some not;trainers;designers|No;designers;trainers|No;trainers;designers|NVC,Some not;designers;trainers,single-choice,syllogistic,female,32,137_41_R
Some;opticians;actuaries/Some;actuaries;boxers,All;opticians;boxers|All;boxers;opticians|Some;opticians;boxers|Some;boxers;opticians|Some not;opticians;boxers|Some not;boxers;opticians|No;opticians;boxers|No;boxers;opticians|NVC,NVC,single-choice,syllogistic,female,32,137_42_R
No;counselors;joggers/Some;counselors;riders,All;joggers;riders|All;riders;joggers|Some;joggers;riders|Some;riders;joggers|Some not;joggers;riders|Some not;riders;joggers|No;joggers;riders|No;riders;joggers|NVC,Some not;riders;joggers,single-choice,syllogistic,female,32,137_43_R
All;secretaries;agents/Some;secretaries;brokers,All;agents;brokers|All;brokers;agents|Some;agents;brokers|Some;brokers;agents|Some not;agents;brokers|Some not;brokers;agents|No;agents;brokers|No;brokers;agents|NVC,Some;agents;brokers,single-choice,syllogistic,female,32,137_44_R
Some not;cleaners;painters/Some not;auditors;painters,All;cleaners;auditors|All;auditors;cleaners|Some;cleaners;auditors|Some;auditors;cleaners|Some not;cleaners;auditors|Some not;auditors;cleaners|No;cleaners;auditors|No;auditors;cleaners|NVC,NVC,single-choice,syllogistic,female,32,137_45_R
Some not;cooks;swimmers/Some not;swimmers;mayors,All;cooks;mayors|All;mayors;cooks|Some;cooks;mayors|Some;mayors;cooks|Some not;cooks;mayors|Some not;mayors;cooks|No;cooks;mayors|No;mayors;cooks|NVC,NVC,single-choice,syllogistic,female,32,137_46_R
All;doctors;climbers/Some not;tellers;climbers,All;doctors;tellers|All;tellers;doctors|Some;doctors;tellers|Some;tellers;doctors|Some not;doctors;tellers|Some not;tellers;doctors|No;doctors;tellers|No;tellers;doctors|NVC,Some not;tellers;doctors,single-choice,syllogistic,female,32,137_47_R
No;tutors;packers/Some not;butchers;tutors,All;packers;butchers|All;butchers;packers|Some;packers;butchers|Some;butchers;packers|Some not;packers;butchers|Some not;butchers;packers|No;packers;butchers|No;butchers;packers|NVC,Some not;butchers;packers,single-choice,syllogistic,female,32,137_48_R
No;porters;brewers/Some not;brewers;judges,All;porters;judges|All;judges;porters|Some;porters;judges|Some;judges;porters|Some not;porters;judges|Some not;judges;porters|No;porters;judges|No;judges;porters|NVC,Some not;judges;porters,single-choice,syllogistic,female,32,137_49_R
No;athletes;hunters/All;lawyers;athletes,All;hunters;lawyers|All;lawyers;hunters|Some;hunters;lawyers|Some;lawyers;hunters|Some not;hunters;lawyers|Some not;lawyers;hunters|No;hunters;lawyers|No;lawyers;hunters|NVC,No;lawyers;hunters,single-choice,syllogistic,female,32,137_50_R
All;students;buyers/No;cyclists;buyers,All;students;cyclists|All;cyclists;students|Some;students;cyclists|Some;cyclists;students|Some not;students;cyclists|Some not;cyclists;students|No;students;cyclists|No;cyclists;students|NVC,No;students;cyclists,single-choice,syllogistic,female,32,137_51_R
Some not;teachers;bankers/All;teachers;golfers,All;bankers;golfers|All;golfers;bankers|Some;bankers;golfers|Some;golfers;bankers|Some not;bankers;golfers|Some not;golfers;bankers|No;bankers;golfers|No;golfers;bankers|NVC,Some;bankers;golfers,single-choice,syllogistic,female,32,137_52_R
Some;florists;editors/All;soldiers;florists,All;editors;soldiers|All;soldiers;editors|Some;editors;soldiers|Some;soldiers;editors|Some not;editors;soldiers|Some not;soldiers;editors|No;editors;soldiers|No;soldiers;editors|NVC,NVC,single-choice,syllogistic,female,32,137_53_R
Some not;tailors;pilots/No;pilots;singers,All;tailors;singers|All;singers;tailors|Some;tailors;singers|Some;singers;tailors|Some not;tailors;singers|Some not;singers;tailors|No;tailors;singers|No;singers;tailors|NVC,Some not;tailors;singers,single-choice,syllogistic,female,32,137_54_R
No;chemists;potters/No;sailors;potters,All;chemists;sailors|All;sailors;chemists|Some;chemists;sailors|Some;sailors;chemists|Some not;chemists;sailors|Some not;sailors;chemists|No;chemists;sailors|No;sailors;chemists|NVC,NVC,single-choice,syllogistic,female,32,137_55_R
No;skaters;climbers/No;skaters;therapists,All;climbers;therapists|All;therapists;climbers|Some;climbers;therapists|Some;therapists;climbers|Some not;climbers;therapists|Some not;therapists;climbers|No;climbers;therapists|No;therapists;climbers|NVC,NVC,single-choice,syllogistic,female,32,137_56_R
No;investors;barbers/Some;jugglers;barbers,All;investors;jugglers|All;jugglers;investors|Some;investors;jugglers|Some;jugglers;investors|Some not;investors;jugglers|Some not;jugglers;investors|No;investors;jugglers|No;jugglers;investors|NVC,Some not;jugglers;investors,single-choice,syllogistic,female,32,137_57_R
No;skaters;poets/Some;miners;skaters,All;poets;miners|All;miners;poets|Some;poets;miners|Some;miners;poets|Some not;poets;miners|Some not;miners;poets|No;poets;miners|No;miners;poets|NVC,Some not;miners;poets,single-choice,syllogistic,female,32,137_58_R
No;linguists;divers/No;divers;carpenters,All;linguists;carpenters|All;carpenters;linguists|Some;linguists;carpenters|Some;carpenters;linguists|Some not;linguists;carpenters|Some not;carpenters;linguists|No;linguists;carpenters|No;carpenters;linguists|NVC,NVC,single-choice,syllogistic,female,32,137_59_R
All;lifeguards;dentists/Some not;dentists;plumbers,All;lifeguards;plumbers|All;plumbers;lifeguards|Some;lifeguards;plumbers|Some;plumbers;lifeguards|Some not;lifeguards;plumbers|Some not;plumbers;lifeguards|No;lifeguards;plumbers|No;plumbers;lifeguards|NVC,NVC,single-choice,syllogistic,female,32,137_60_R
No;artists;surfers/Some not;artists;planners,All;surfers;planners|All;planners;surfers|Some;surfers;planners|Some;planners;surfers|Some not;surfers;planners|Some not;planners;surfers|No;surfers;planners|No;planners;surfers|NVC,Some not;planners;surfers,single-choice,syllogistic,female,32,137_61_R
Some not;gamblers;bakers/No;gamblers;sculptors,All;bakers;sculptors|All;sculptors;bakers|Some;bakers;sculptors|Some;sculptors;bakers|Some not;bakers;sculptors|Some not;sculptors;bakers|No;bakers;sculptors|No;sculptors;bakers|NVC,Some not;bakers;sculptors,single-choice,syllogistic,female,32,137_62_R
All;waiters;cashiers/All;waiters;poets,All;cashiers;poets|All;poets;cashiers|Some;cashiers;poets|Some;poets;cashiers|Some not;cashiers;poets|Some not;poets;cashiers|No;cashiers;poets|No;poets;cashiers|NVC,Some;cashiers;poets,single-choice,syllogistic,female,32,137_63_R
All;architects;designers/All;designers;trainers,All;architects;trainers|All;trainers;architects|Some;architects;trainers|Some;trainers;architects|Some not;architects;trainers|Some not;trainers;architects|No;architects;trainers|No;trainers;architects|NVC,NVC,single-choice,syllogistic,female,38,138_0_R
All;investors;jugglers/Some;barbers;investors,All;jugglers;barbers|All;barbers;jugglers|Some;jugglers;barbers|Some;barbers;jugglers|Some not;jugglers;barbers|Some not;barbers;jugglers|No;jugglers;barbers|No;barbers;jugglers|NVC,Some;jugglers;barbers,single-choice,syllogistic,female,38,138_1_R
No;singers;pilots/All;tailors;pilots,All;singers;tailors|All;tailors;singers|Some;singers;tailors|Some;tailors;singers|Some not;singers;tailors|Some not;tailors;singers|No;singers;tailors|No;tailors;singers|NVC,No;tailors;singers,single-choice,syllogistic,female,38,138_2_R
Some;butchers;packers/All;butchers;tutors,All;packers;tutors|All;tutors;packers|Some;packers;tutors|Some;tutors;packers|Some not;packers;tutors|Some not;tutors;packers|No;packers;tutors|No;tutors;packers|NVC,No;packers;tutors,single-choice,syllogistic,female,38,138_3_R
No;linguists;carpenters/No;linguists;divers,All;carpenters;divers|All;divers;carpenters|Some;carpenters;divers|Some;divers;carpenters|Some not;carpenters;divers|Some not;divers;carpenters|No;carpenters;divers|No;divers;carpenters|NVC,NVC,single-choice,syllogistic,female,38,138_4_R
Some;cyclists;buyers/Some;buyers;students,All;cyclists;students|All;students;cyclists|Some;cyclists;students|Some;students;cyclists|Some not;cyclists;students|Some not;students;cyclists|No;cyclists;students|No;students;cyclists|NVC,NVC,single-choice,syllogistic,female,38,138_5_R
All;engineers;fencers/Some not;engineers;campers,All;fencers;campers|All;campers;fencers|Some;fencers;campers|Some;campers;fencers|Some not;fencers;campers|Some not;campers;fencers|No;fencers;campers|No;campers;fencers|NVC,Some;campers;fencers,single-choice,syllogistic,female,38,138_6_R
Some not;painters;auditors/All;auditors;cleaners,All;painters;cleaners|All;cleaners;painters|Some;painters;cleaners|Some;cleaners;painters|Some not;painters;cleaners|Some not;cleaners;painters|No;painters;cleaners|No;cleaners;painters|NVC,Some not;cleaners;painters,single-choice,syllogistic,female,38,138_7_R
Some not;porters;judges/Some;brewers;porters,All;judges;brewers|All;brewers;judges|Some;judges;brewers|Some;brewers;judges|Some not;judges;brewers|Some not;brewers;judges|No;judges;brewers|No;brewers;judges|NVC,NVC,single-choice,syllogistic,female,38,138_8_R
No;counselors;riders/Some;riders;joggers,All;counselors;joggers|All;joggers;counselors|Some;counselors;joggers|Some;joggers;counselors|Some not;counselors;joggers|Some not;joggers;counselors|No;counselors;joggers|No;joggers;counselors|NVC,Some not;counselors;joggers,single-choice,syllogistic,female,38,138_9_R
Some;actors;nurses/All;nurses;drillers,All;actors;drillers|All;drillers;actors|Some;actors;drillers|Some;drillers;actors|Some not;actors;drillers|Some not;drillers;actors|No;actors;drillers|No;drillers;actors|NVC,Some;actors;drillers,single-choice,syllogistic,female,38,138_10_R
Some;climbers;tellers/Some;doctors;tellers,All;climbers;doctors|All;doctors;climbers|Some;climbers;doctors|Some;doctors;climbers|Some not;climbers;doctors|Some not;doctors;climbers|No;climbers;doctors|No;doctors;climbers|NVC,Some;climbers;doctors,single-choice,syllogistic,female,38,138_11_R
Some;skaters;poets/No;poets;miners,All;skaters;miners|All;miners;skaters|Some;skaters;miners|Some;miners;skaters|Some not;skaters;miners|Some not;miners;skaters|No;skaters;miners|No;miners;skaters|NVC,Some not;skaters;miners,single-choice,syllogistic,female,38,138_12_R
Some;bankers;golfers/Some;bankers;teachers,All;golfers;teachers|All;teachers;golfers|Some;golfers;teachers|Some;teachers;golfers|Some not;golfers;teachers|Some not;teachers;golfers|No;golfers;teachers|No;teachers;golfers|NVC,Some;golfers;teachers,single-choice,syllogistic,female,38,138_13_R
Some;cooks;mayors/Some not;swimmers;mayors,All;cooks;swimmers|All;swimmers;cooks|Some;cooks;swimmers|Some;swimmers;cooks|Some not;cooks;swimmers|Some not;swimmers;cooks|No;cooks;swimmers|No;swimmers;cooks|NVC,Some not;cooks;swimmers,single-choice,syllogistic,female,38,138_14_R
All;managers;clerks/Some;models;clerks,All;managers;models|All;models;managers|Some;managers;models|Some;models;managers|Some not;managers;models|Some not;models;managers|No;managers;models|No;models;managers|NVC,Some;models;managers,single-choice,syllogistic,female,38,138_15_R
Some not;actuaries;opticians/All;actuaries;boxers,All;opticians;boxers|All;boxers;opticians|Some;opticians;boxers|Some;boxers;opticians|Some not;opticians;boxers|Some not;boxers;opticians|No;opticians;boxers|No;boxers;opticians|NVC,Some not;boxers;opticians,single-choice,syllogistic,female,38,138_16_R
All;sculptors;gamblers/All;bakers;sculptors,All;gamblers;bakers|All;bakers;gamblers|Some;gamblers;bakers|Some;bakers;gamblers|Some not;gamblers;bakers|Some not;bakers;gamblers|No;gamblers;bakers|No;bakers;gamblers|NVC,All;bakers;gamblers,single-choice,syllogistic,female,38,138_17_R
No;hunters;lawyers/Some not;athletes;lawyers,All;hunters;athletes|All;athletes;hunters|Some;hunters;athletes|Some;athletes;hunters|Some not;hunters;athletes|Some not;athletes;hunters|No;hunters;athletes|No;athletes;hunters|NVC,Some;hunters;athletes,single-choice,syllogistic,female,38,138_18_R
Some;assistants;farmers/All;scholars;assistants,All;farmers;scholars|All;scholars;farmers|Some;farmers;scholars|Some;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers|No;farmers;scholars|No;scholars;farmers|NVC,Some;farmers;scholars,single-choice,syllogistic,female,38,138_19_R
Some;poets;waiters/No;cashiers;waiters,All;poets;cashiers|All;cashiers;poets|Some;poets;cashiers|Some;cashiers;poets|Some not;poets;cashiers|Some not;cashiers;poets|No;poets;cashiers|No;cashiers;poets|NVC,Some not;poets;cashiers,single-choice,syllogistic,female,38,138_20_R
Some;scientists;chefs/Some not;runners;scientists,All;chefs;runners|All;runners;chefs|Some;chefs;runners|Some;runners;chefs|Some not;chefs;runners|Some not;runners;chefs|No;chefs;runners|No;runners;chefs|NVC,Some not;chefs;runners,single-choice,syllogistic,female,38,138_21_R
All;potters;chemists/Some;potters;sailors,All;chemists;sailors|All;sailors;chemists|Some;chemists;sailors|Some;sailors;chemists|Some not;chemists;sailors|Some not;sailors;chemists|No;chemists;sailors|No;sailors;chemists|NVC,Some;sailors;chemists,single-choice,syllogistic,female,38,138_22_R
No;surfers;planners/Some;artists;surfers,All;planners;artists|All;artists;planners|Some;planners;artists|Some;artists;planners|Some not;planners;artists|Some not;artists;planners|No;planners;artists|No;artists;planners|NVC,Some not;artists;planners,single-choice,syllogistic,female,38,138_23_R
Some not;climbers;skaters/Some not;therapists;skaters,All;climbers;therapists|All;therapists;climbers|Some;climbers;therapists|Some;therapists;climbers|Some not;climbers;therapists|Some not;therapists;climbers|No;climbers;therapists|No;therapists;climbers|NVC,NVC,single-choice,syllogistic,female,38,138_24_R
All;workers;painters/No;actors;painters,All;workers;actors|All;actors;workers|Some;workers;actors|Some;actors;workers|Some not;workers;actors|Some not;actors;workers|No;workers;actors|No;actors;workers|NVC,No;workers;actors,single-choice,syllogistic,female,38,138_25_R
No;lifeguards;plumbers/No;plumbers;dentists,All;lifeguards;dentists|All;dentists;lifeguards|Some;lifeguards;dentists|Some;dentists;lifeguards|Some not;lifeguards;dentists|Some not;dentists;lifeguards|No;lifeguards;dentists|No;dentists;lifeguards|NVC,NVC,single-choice,syllogistic,female,38,138_26_R
Some not;agents;brokers/Some not;agents;secretaries,All;brokers;secretaries|All;secretaries;brokers|Some;brokers;secretaries|Some;secretaries;brokers|Some not;brokers;secretaries|Some not;secretaries;brokers|No;brokers;secretaries|No;secretaries;brokers|NVC,NVC,single-choice,syllogistic,female,38,138_27_R
No;typists;boxers/All;typists;dancers,All;boxers;dancers|All;dancers;boxers|Some;boxers;dancers|Some;dancers;boxers|Some not;boxers;dancers|Some not;dancers;boxers|No;boxers;dancers|No;dancers;boxers|NVC,No;boxers;dancers,single-choice,syllogistic,female,38,138_28_R
Some not;writers;drivers/All;hikers;writers,All;drivers;hikers|All;hikers;drivers|Some;drivers;hikers|Some;hikers;drivers|Some not;drivers;hikers|Some not;hikers;drivers|No;drivers;hikers|No;hikers;drivers|NVC,Some not;hikers;drivers,single-choice,syllogistic,female,38,138_29_R
All;travelers;analysts/Some not;novelists;travelers,All;analysts;novelists|All;novelists;analysts|Some;analysts;novelists|Some;novelists;analysts|Some not;analysts;novelists|Some not;novelists;analysts|No;analysts;novelists|No;novelists;analysts|NVC,Some;novelists;analysts,single-choice,syllogistic,female,38,138_30_R
All;florists;soldiers/No;soldiers;editors,All;florists;editors|All;editors;florists|Some;florists;editors|Some;editors;florists|Some not;florists;editors|Some not;editors;florists|No;florists;editors|No;editors;florists|NVC,No;editors;florists,single-choice,syllogistic,female,38,138_31_R
Some not;waiters;cashiers/Some;poets;cashiers,All;waiters;poets|All;poets;waiters|Some;waiters;poets|Some;poets;waiters|Some not;waiters;poets|Some not;poets;waiters|No;waiters;poets|No;poets;waiters|NVC,Some not;poets;waiters,single-choice,syllogistic,female,38,138_32_R
Some not;hikers;writers/Some;writers;drivers,All;hikers;drivers|All;drivers;hikers|Some;hikers;drivers|Some;drivers;hikers|Some not;hikers;drivers|Some not;drivers;hikers|No;hikers;drivers|No;drivers;hikers|NVC,Some not;hikers;drivers,single-choice,syllogistic,female,38,138_33_R
Some not;judges;brewers/No;judges;porters,All;brewers;porters|All;porters;brewers|Some;brewers;porters|Some;porters;brewers|Some not;brewers;porters|Some not;porters;brewers|No;brewers;porters|No;porters;brewers|NVC,Some;brewers;porters,single-choice,syllogistic,female,38,138_34_R
All;soldiers;florists/No;editors;soldiers,All;florists;editors|All;editors;florists|Some;florists;editors|Some;editors;florists|Some not;florists;editors|Some not;editors;florists|No;florists;editors|No;editors;florists|NVC,Some not;florists;editors,single-choice,syllogistic,female,38,138_35_R
Some;divers;carpenters/All;linguists;carpenters,All;divers;linguists|All;linguists;divers|Some;divers;linguists|Some;linguists;divers|Some not;divers;linguists|Some not;linguists;divers|No;divers;linguists|No;linguists;divers|NVC,No;divers;linguists,single-choice,syllogistic,female,38,138_36_R
No;miners;poets/Some not;poets;skaters,All;miners;skaters|All;skaters;miners|Some;miners;skaters|Some;skaters;miners|Some not;miners;skaters|Some not;skaters;miners|No;miners;skaters|No;skaters;miners|NVC,Some;miners;skaters,single-choice,syllogistic,female,38,138_37_R
All;therapists;climbers/All;therapists;skaters,All;climbers;skaters|All;skaters;climbers|Some;climbers;skaters|Some;skaters;climbers|Some not;climbers;skaters|Some not;skaters;climbers|No;climbers;skaters|No;skaters;climbers|NVC,All;climbers;skaters,single-choice,syllogistic,female,38,138_38_R
No;agents;secretaries/Some;agents;brokers,All;secretaries;brokers|All;brokers;secretaries|Some;secretaries;brokers|Some;brokers;secretaries|Some not;secretaries;brokers|Some not;brokers;secretaries|No;secretaries;brokers|No;brokers;secretaries|NVC,Some not;secretaries;brokers,single-choice,syllogistic,female,38,138_39_R
All;chemists;sailors/Some;sailors;potters,All;chemists;potters|All;potters;chemists|Some;chemists;potters|Some;potters;chemists|Some not;chemists;potters|Some not;potters;chemists|No;chemists;potters|No;potters;chemists|NVC,Some;potters;chemists,single-choice,syllogistic,female,38,138_40_R
No;opticians;actuaries/Some not;boxers;opticians,All;actuaries;boxers|All;boxers;actuaries|Some;actuaries;boxers|Some;boxers;actuaries|Some not;actuaries;boxers|Some not;boxers;actuaries|No;actuaries;boxers|No;boxers;actuaries|NVC,Some;actuaries;boxers,single-choice,syllogistic,female,38,138_41_R
Some not;golfers;bankers/No;bankers;teachers,All;golfers;teachers|All;teachers;golfers|Some;golfers;teachers|Some;teachers;golfers|Some not;golfers;teachers|Some not;teachers;golfers|No;golfers;teachers|No;teachers;golfers|NVC,Some not;teachers;golfers,single-choice,syllogistic,female,38,138_42_R
No;architects;trainers/No;designers;trainers,All;architects;designers|All;designers;architects|Some;architects;designers|Some;designers;architects|Some not;architects;designers|Some not;designers;architects|No;architects;designers|No;designers;architects|NVC,NVC,single-choice,syllogistic,female,38,138_43_R
No;campers;engineers/All;engineers;fencers,All;campers;fencers|All;fencers;campers|Some;campers;fencers|Some;fencers;campers|Some not;campers;fencers|Some not;fencers;campers|No;campers;fencers|No;fencers;campers|NVC,No;fencers;campers,single-choice,syllogistic,female,38,138_44_R
No;painters;workers/All;actors;painters,All;workers;actors|All;actors;workers|Some;workers;actors|Some;actors;workers|Some not;workers;actors|Some not;actors;workers|No;workers;actors|No;actors;workers|NVC,No;workers;actors,single-choice,syllogistic,female,38,138_45_R
Some not;dancers;boxers/No;typists;dancers,All;boxers;typists|All;typists;boxers|Some;boxers;typists|Some;typists;boxers|Some not;boxers;typists|Some not;typists;boxers|No;boxers;typists|No;typists;boxers|NVC,Some not;boxers;typists,single-choice,syllogistic,female,38,138_46_R
No;bakers;sculptors/No;gamblers;bakers,All;sculptors;gamblers|All;gamblers;sculptors|Some;sculptors;gamblers|Some;gamblers;sculptors|Some not;sculptors;gamblers|Some not;gamblers;sculptors|No;sculptors;gamblers|No;gamblers;sculptors|NVC,No;sculptors;gamblers,single-choice,syllogistic,female,38,138_47_R
Some not;managers;clerks/All;models;clerks,All;managers;models|All;models;managers|Some;managers;models|Some;models;managers|Some not;managers;models|Some not;models;managers|No;managers;models|No;models;managers|NVC,Some not;managers;models,single-choice,syllogistic,female,38,138_48_R
Some not;auditors;painters/Some not;painters;cleaners,All;auditors;cleaners|All;cleaners;auditors|Some;auditors;cleaners|Some;cleaners;auditors|Some not;auditors;cleaners|Some not;cleaners;auditors|No;auditors;cleaners|No;cleaners;auditors|NVC,Some not;auditors;cleaners,single-choice,syllogistic,female,38,138_49_R
No;cooks;swimmers/Some;mayors;swimmers,All;cooks;mayors|All;mayors;cooks|Some;cooks;mayors|Some;mayors;cooks|Some not;cooks;mayors|Some not;mayors;cooks|No;cooks;mayors|No;mayors;cooks|NVC,Some not;mayors;cooks,single-choice,syllogistic,female,38,138_50_R
Some;doctors;climbers/No;doctors;tellers,All;climbers;tellers|All;tellers;climbers|Some;climbers;tellers|Some;tellers;climbers|Some not;climbers;tellers|Some not;tellers;climbers|No;climbers;tellers|No;tellers;climbers|NVC,Some not;tellers;climbers,single-choice,syllogistic,female,38,138_51_R
All;travelers;analysts/Some not;novelists;analysts,All;travelers;novelists|All;novelists;travelers|Some;travelers;novelists|Some;novelists;travelers|Some not;travelers;novelists|Some not;novelists;travelers|No;travelers;novelists|No;novelists;travelers|NVC,Some not;travelers;novelists,single-choice,syllogistic,female,38,138_52_R
All;tutors;packers/All;butchers;packers,All;tutors;butchers|All;butchers;tutors|Some;tutors;butchers|Some;butchers;tutors|Some not;tutors;butchers|Some not;butchers;tutors|No;tutors;butchers|No;butchers;tutors|NVC,NVC,single-choice,syllogistic,female,38,138_53_R
Some;hunters;lawyers/Some;athletes;hunters,All;lawyers;athletes|All;athletes;lawyers|Some;lawyers;athletes|Some;athletes;lawyers|Some not;lawyers;athletes|Some not;athletes;lawyers|No;lawyers;athletes|No;athletes;lawyers|NVC,Some;lawyers;athletes,single-choice,syllogistic,female,38,138_54_R
Some not;chefs;runners/Some;chefs;scientists,All;runners;scientists|All;scientists;runners|Some;runners;scientists|Some;scientists;runners|Some not;runners;scientists|Some not;scientists;runners|No;runners;scientists|No;scientists;runners|NVC,Some not;scientists;runners,single-choice,syllogistic,female,38,138_55_R
No;lifeguards;dentists/Some not;lifeguards;plumbers,All;dentists;plumbers|All;plumbers;dentists|Some;dentists;plumbers|Some;plumbers;dentists|Some not;dentists;plumbers|Some not;plumbers;dentists|No;dentists;plumbers|No;plumbers;dentists|NVC,Some not;plumbers;dentists,single-choice,syllogistic,female,38,138_56_R
All;tailors;pilots/Some not;pilots;singers,All;tailors;singers|All;singers;tailors|Some;tailors;singers|Some;singers;tailors|Some not;tailors;singers|Some not;singers;tailors|No;tailors;singers|No;singers;tailors|NVC,Some not;tailors;singers,single-choice,syllogistic,female,38,138_57_R
Some;buyers;students/No;cyclists;buyers,All;students;cyclists|All;cyclists;students|Some;students;cyclists|Some;cyclists;students|Some not;students;cyclists|Some not;cyclists;students|No;students;cyclists|No;cyclists;students|NVC,Some not;students;cyclists,single-choice,syllogistic,female,38,138_58_R
All;barbers;investors/No;barbers;jugglers,All;investors;jugglers|All;jugglers;investors|Some;investors;jugglers|Some;jugglers;investors|Some not;investors;jugglers|Some not;jugglers;investors|No;investors;jugglers|No;jugglers;investors|NVC,Some not;investors;jugglers,single-choice,syllogistic,female,38,138_59_R
Some;nurses;actors/Some not;nurses;drillers,All;actors;drillers|All;drillers;actors|Some;actors;drillers|Some;drillers;actors|Some not;actors;drillers|Some not;drillers;actors|No;actors;drillers|No;drillers;actors|NVC,Some not;actors;drillers,single-choice,syllogistic,female,38,138_60_R
Some;counselors;joggers/Some not;joggers;riders,All;counselors;riders|All;riders;counselors|Some;counselors;riders|Some;riders;counselors|Some not;counselors;riders|Some not;riders;counselors|No;counselors;riders|No;riders;counselors|NVC,No;counselors;riders,single-choice,syllogistic,female,38,138_61_R
Some not;farmers;assistants/No;scholars;assistants,All;farmers;scholars|All;scholars;farmers|Some;farmers;scholars|Some;scholars;farmers|Some not;farmers;scholars|Some not;scholars;farmers|No;farmers;scholars|No;scholars;farmers|NVC,Some not;farmers;scholars,single-choice,syllogistic,female,38,138_62_R
